LevelofGovernment,StateorUS,GovernmentFunction,Data1,Data2,Data3,Data4,StateAbv,StateCode
State Only,Hawaii,Financial Administration,687,0.483715271,48977.08297,33647256,HI,15
State Only,Hawaii,Other Government Administration,777,0.547084084,55534.02317,43149936,HI,15
State Only,Hawaii,Judicial and Legal,2498,1.758836605,57532.41954,143715984,HI,15
State Only,Hawaii,Police Protection Total,0,0,0,0,HI,15
State Only,Hawaii,Police Officers Only,0,0,0,0,HI,15
State Only,Hawaii,Other Police Employees,0,0,0,0,HI,15
State Only,Hawaii,Fire Protection Total,0,0,0,0,HI,15
State Only,Hawaii,Firefighters Only,0,0,0,0,HI,15
State Only,Hawaii,Other Fire Employees,0,0,0,0,HI,15
State Only,Hawaii,Corrections,2429,1.710253848,55276.25854,134266032,HI,15
State Only,Hawaii,Highways,889,0.625943051,55830.4252,49633248,HI,15
State Only,Hawaii,Air Transportation,992,0.698465137,49947.79839,49548216,HI,15
State Only,Hawaii,Water Transport and Terminals,220,0.154901542,48995.56364,10779024,HI,15
State Only,Hawaii,Public Welfare,414,0.291496539,49841.91304,20634552,HI,15
State Only,Hawaii,Health,1988,1.399746666,57995.11871,115294296,HI,15
State Only,Hawaii,Hospitals,4655,3.277575819,63056.32653,293527200,HI,15
State Only,Hawaii,Social Insurance Administration,255,0.17954497,49640.94118,12658440,HI,15
State Only,Hawaii,Solid Waste Management,0,0,0,0,HI,15
State Only,Hawaii,Sewerage,0,0,0,0,HI,15
State Only,Hawaii,Parks and Recreation,176,0.123921234,42615.54545,7500336,HI,15
State Only,Hawaii,Housing and Community Development,0,0,0,0,HI,15
State Only,Hawaii,Natural Resources,812,0.571727511,53328,43302336,HI,15
State Only,Hawaii,Water Supply,0,0,0,0,HI,15
State Only,Hawaii,Electric Power,0,0,0,0,HI,15
State Only,Hawaii,Gas Supply,0,0,0,0,HI,15
State Only,Hawaii,Transit,0,0,0,0,HI,15
State Only,Hawaii,Education Total,37337,26.28890405,50924.71918,1901376240,HI,15
State Only,Hawaii,Elementary & Secondary Education Total,26310,18.52481628,48170.38267,1267362768,HI,15
State Only,Hawaii,Elem & Sec Instructional Employees,20755,14.61355234,50968.00617,1057840968,HI,15
State Only,Hawaii,Elem & Sec Other Employees,5555,3.911263947,37717.69577,209521800,HI,15
State Only,Hawaii,Higher Education Total,10901,7.675371429,57601.2153,627910848,HI,15
State Only,Hawaii,Higher Ed Instructional Employees,3955,2.784707275,79594.5952,314796624,HI,15
State Only,Hawaii,Higher Ed Other Employees,6946,4.890664154,45078.35071,313114224,HI,15
State Only,Hawaii,Other Education,126,0.088716338,48433.52381,6102624,HI,15
State Only,Hawaii,Local Libraries,549,0.386549758,40920.78689,22465512,HI,15
State Only,Hawaii,State Liquor Stores,0,0,0,0,HI,15
State Only,Hawaii,All Other and Unallocable,3731,2.626989341,51285.05066,191344524,HI,15
State Only,Idaho,Total,23814,14.56686604,51910.38297,1236193860,ID,16
State Only,Idaho,Financial Administration,1305,0.798259855,56482.4,73709532,ID,16
State Only,Idaho,Other Government Administration,311,0.19023664,50883.89711,15824892,ID,16
State Only,Idaho,Judicial and Legal,515,0.315022088,99212.03883,51094200,ID,16
State Only,Idaho,Police Protection Total,488,0.298506367,56623.0082,27632028,ID,16
State Only,Idaho,Police Officers Only,269,0.164545518,65173.69517,17531724,ID,16
State Only,Idaho,Other Police Employees,219,0.133960849,46120.10959,10100304,ID,16
State Only,Idaho,Fire Protection Total,0,0,0,0,ID,16
State Only,Idaho,Firefighters Only,0,0,0,0,ID,16
State Only,Idaho,Other Fire Employees,0,0,0,0,ID,16
State Only,Idaho,Corrections,2024,1.238067391,52195.26877,105643224,ID,16
State Only,Idaho,Highways,1468,0.897965875,45599.53406,66940116,ID,16
State Only,Idaho,Air Transportation,0,0,0,0,ID,16
State Only,Idaho,Water Transport and Terminals,0,0,0,0,ID,16
State Only,Idaho,Public Welfare,1767,1.080862194,44567.24618,78750324,ID,16
State Only,Idaho,Health,1734,1.060676313,55685.64014,96558900,ID,16
State Only,Idaho,Hospitals,608,0.371909572,39788.78289,24191580,ID,16
State Only,Idaho,Social Insurance Administration,633,0.387201907,59632.56872,37747416,ID,16
State Only,Idaho,Solid Waste Management,0,0,0,0,ID,16
State Only,Idaho,Sewerage,0,0,0,0,ID,16
State Only,Idaho,Parks and Recreation,185,0.113163274,49091.61081,9081948,ID,16
State Only,Idaho,Housing and Community Development,0,0,0,0,ID,16
State Only,Idaho,Natural Resources,1851,1.132244438,55427.68233,102596640,ID,16
State Only,Idaho,Water Supply,0,0,0,0,ID,16
State Only,Idaho,Electric Power,0,0,0,0,ID,16
State Only,Idaho,Gas Supply,0,0,0,0,ID,16
State Only,Idaho,Transit,0,0,0,0,ID,16
State Only,Idaho,Education Total,9619,5.883878576,48498.62564,466508280,ID,16
State Only,Idaho,Elementary & Secondary Education Total,0,0,0,0,ID,16
State Only,Idaho,Elem & Sec Instructional Employees,0,0,0,0,ID,16
State Only,Idaho,Elem & Sec Other Employees,0,0,0,0,ID,16
State Only,Idaho,Higher Education Total,9262,5.665504041,47740.95703,442176744,ID,16
State Only,Idaho,Higher Ed Instructional Employees,3050,1.865664794,64854.80656,197807160,ID,16
State Only,Idaho,Higher Ed Other Employees,6212,3.799839247,39338.31037,244369584,ID,16
State Only,Idaho,Other Education,357,0.218374535,68155.56303,24331536,ID,16
State Only,Idaho,Local Libraries,0,0,0,0,ID,16
State Only,Idaho,State Liquor Stores,243,0.14864149,40279.55556,9787932,ID,16
State Only,Idaho,All Other and Unallocable,1063,0.650230058,65970.69426,70126848,ID,16
State Only,Illinois,Total,123001,9.548144341,65787.81685,8091967260,IL,17
State Only,Illinois,Financial Administration,4899,0.380292511,60156.09308,294704700,IL,17
State Only,Illinois,Other Government Administration,2021,0.156883275,77288.26522,156199584,IL,17
State Only,Illinois,Judicial and Legal,2570,0.199500256,106346.3346,273310080,IL,17
State Only,Illinois,Police Protection Total,3266,0.253528341,79969.80037,261181368,IL,17
State Only,Illinois,Police Officers Only,1988,0.154321599,86566.64789,172094496,IL,17
State Only,Illinois,Other Police Employees,1278,0.099206742,69708.03756,89086872,IL,17
State Only,Illinois,Fire Protection Total,0,0,0,0,IL,17
State Only,Illinois,Firefighters Only,0,0,0,0,IL,17
State Only,Illinois,Other Fire Employees,0,0,0,0,IL,17
State Only,Illinois,Corrections,10856,0.842713921,73513.95873,798067536,IL,17
State Only,Illinois,Highways,6872,0.533449711,76952.56345,528818016,IL,17
State Only,Illinois,Air Transportation,0,0,0,0,IL,17
State Only,Illinois,Water Transport and Terminals,45,0.003493195,76502.4,3442608,IL,17
State Only,Illinois,Public Welfare,9330,0.724255792,68975.11254,643537800,IL,17
State Only,Illinois,Health,2350,0.182422413,79766.60936,187451532,IL,17
State Only,Illinois,Hospitals,9850,0.764621603,64874.40122,639012852,IL,17
State Only,Illinois,Social Insurance Administration,1573,0.122106577,71689.93007,112768260,IL,17
State Only,Illinois,Solid Waste Management,0,0,0,0,IL,17
State Only,Illinois,Sewerage,0,0,0,0,IL,17
State Only,Illinois,Parks and Recreation,385,0.029886225,58764.40519,22624296,IL,17
State Only,Illinois,Housing and Community Development,0,0,0,0,IL,17
State Only,Illinois,Natural Resources,3043,0.236217618,57516.13408,175021596,IL,17
State Only,Illinois,Water Supply,0,0,0,0,IL,17
State Only,Illinois,Electric Power,0,0,0,0,IL,17
State Only,Illinois,Gas Supply,0,0,0,0,IL,17
State Only,Illinois,Transit,0,0,0,0,IL,17
State Only,Illinois,Education Total,59802,4.642223461,59737.55714,3572425392,IL,17
State Only,Illinois,Elementary & Secondary Education Total,0,0,0,0,IL,17
State Only,Illinois,Elem & Sec Instructional Employees,0,0,0,0,IL,17
State Only,Illinois,Elem & Sec Other Employees,0,0,0,0,IL,17
State Only,Illinois,Higher Education Total,57863,4.491705563,59788.24188,3459527040,IL,17
State Only,Illinois,Higher Ed Instructional Employees,18410,1.429104945,79347.58892,1460789112,IL,17
State Only,Illinois,Higher Ed Other Employees,39453,3.062600619,50661.24067,1998737928,IL,17
State Only,Illinois,Other Education,1939,0.150517897,58225.03971,112898352,IL,17
State Only,Illinois,Local Libraries,0,0,0,0,IL,17
State Only,Illinois,State Liquor Stores,0,0,0,0,IL,17
State Only,Illinois,All Other and Unallocable,6139,0.476549444,68969.15459,423401640,IL,17
State Only,Indiana,Total,87692,13.29093588,48396.66656,4244000484,IN,18
State Only,Indiana,Financial Administration,1798,0.272511777,50220.77419,90296952,IN,18
State Only,Indiana,Other Government Administration,780,0.118219792,47348.24615,36931632,IN,18
State Only,Indiana,Judicial and Legal,1423,0.215675338,76672.81518,109105416,IN,18
State Only,Indiana,Police Protection Total,1882,0.285243139,51377.70032,96692832,IN,18
State Only,Indiana,Police Officers Only,1310,0.198548625,56845.53893,74467656,IN,18
State Only,Indiana,Other Police Employees,572,0.086694514,38855.2028,22225176,IN,18
State Only,Indiana,Fire Protection Total,0,0,0,0,IN,18
State Only,Indiana,Firefighters Only,0,0,0,0,IN,18
State Only,Indiana,Other Fire Employees,0,0,0,0,IN,18
State Only,Indiana,Corrections,6082,0.921811248,33535.74219,203964384,IN,18
State Only,Indiana,Highways,3525,0.534262521,41906.70979,147721152,IN,18
State Only,Indiana,Air Transportation,0,0,0,0,IN,18
State Only,Indiana,Water Transport and Terminals,28,0.004243787,73419.85714,2055756,IN,18
State Only,Indiana,Public Welfare,5108,0.774188073,37253.83085,190292568,IN,18
State Only,Indiana,Health,1678,0.254324116,44676.21454,74966688,IN,18
State Only,Indiana,Hospitals,1889,0.286304086,36139.82001,68268120,IN,18
State Only,Indiana,Social Insurance Administration,1269,0.192334507,33350.99764,42322416,IN,18
State Only,Indiana,Solid Waste Management,0,0,0,0,IN,18
State Only,Indiana,Sewerage,0,0,0,0,IN,18
State Only,Indiana,Parks and Recreation,156,0.023643958,39163.92308,6109572,IN,18
State Only,Indiana,Housing and Community Development,0,0,0,0,IN,18
State Only,Indiana,Natural Resources,2272,0.344353035,43108.42606,97942344,IN,18
State Only,Indiana,Water Supply,0,0,0,0,IN,18
State Only,Indiana,Electric Power,0,0,0,0,IN,18
State Only,Indiana,Gas Supply,0,0,0,0,IN,18
State Only,Indiana,Transit,0,0,0,0,IN,18
State Only,Indiana,Education Total,57469,8.710222071,51824.06125,2978276976,IN,18
State Only,Indiana,Elementary & Secondary Education Total,0,0,0,0,IN,18
State Only,Indiana,Elem & Sec Instructional Employees,0,0,0,0,IN,18
State Only,Indiana,Elem & Sec Other Employees,0,0,0,0,IN,18
State Only,Indiana,Higher Education Total,56497,8.562902023,51992.10351,2937397872,IN,18
State Only,Indiana,Higher Ed Instructional Employees,24045,3.644352428,66061.3864,1588446036,IN,18
State Only,Indiana,Higher Ed Other Employees,32452,4.918549595,41567.60249,1348951836,IN,18
State Only,Indiana,Other Education,972,0.147320048,42056.69136,40879104,IN,18
State Only,Indiana,Local Libraries,0,0,0,0,IN,18
State Only,Indiana,State Liquor Stores,0,0,0,0,IN,18
State Only,Indiana,All Other and Unallocable,2333,0.353598429,42457.64081,99053676,IN,18
State Only,Iowa,Total,49888,16.04383497,65331.67255,3259266480,IA,19
State Only,Iowa,Financial Administration,1027,0.330280198,60795.0964,62436564,IA,19
State Only,Iowa,Other Government Administration,532,0.171089645,52915.42105,28151004,IA,19
State Only,Iowa,Judicial and Legal,2282,0.733884529,66239.73181,151159068,IA,19
State Only,Iowa,Police Protection Total,943,0.303266043,68648.51326,64735548,IA,19
State Only,Iowa,Police Officers Only,649,0.208716503,71316.85054,46284636,IA,19
State Only,Iowa,Other Police Employees,294,0.094549541,62758.20408,18450912,IA,19
State Only,Iowa,Fire Protection Total,0,0,0,0,IA,19
State Only,Iowa,Firefighters Only,0,0,0,0,IA,19
State Only,Iowa,Other Fire Employees,0,0,0,0,IA,19
State Only,Iowa,Corrections,2921,0.939385061,60234.56077,175945152,IA,19
State Only,Iowa,Highways,2261,0.727130991,65982.22556,149185812,IA,19
State Only,Iowa,Air Transportation,0,0,0,0,IA,19
State Only,Iowa,Water Transport and Terminals,0,0,0,0,IA,19
State Only,Iowa,Public Welfare,2651,0.852553851,60358.47001,160010304,IA,19
State Only,Iowa,Health,414,0.13314119,71840.55072,29741988,IA,19
State Only,Iowa,Hospitals,7934,2.551551207,67033.17671,531841224,IA,19
State Only,Iowa,Social Insurance Administration,562,0.180737557,61327.00356,34465776,IA,19
State Only,Iowa,Solid Waste Management,0,0,0,0,IA,19
State Only,Iowa,Sewerage,0,0,0,0,IA,19
State Only,Iowa,Parks and Recreation,107,0.034410887,65273.60748,6984276,IA,19
State Only,Iowa,Housing and Community Development,93,0.029908528,77499.74194,7207476,IA,19
State Only,Iowa,Natural Resources,1594,0.51262574,64451.9473,102736404,IA,19
State Only,Iowa,Water Supply,0,0,0,0,IA,19
State Only,Iowa,Electric Power,0,0,0,0,IA,19
State Only,Iowa,Gas Supply,0,0,0,0,IA,19
State Only,Iowa,Transit,0,0,0,0,IA,19
State Only,Iowa,Education Total,23981,7.712219499,66333.477,1590743112,IA,19
State Only,Iowa,Elementary & Secondary Education Total,0,0,0,0,IA,19
State Only,Iowa,Elem & Sec Instructional Employees,0,0,0,0,IA,19
State Only,Iowa,Elem & Sec Other Employees,0,0,0,0,IA,19
State Only,Iowa,Higher Education Total,22941,7.377758539,66269.68851,1520292924,IA,19
State Only,Iowa,Higher Ed Instructional Employees,6025,1.937622388,96424.62871,580958388,IA,19
State Only,Iowa,Higher Ed Other Employees,16916,5.440136151,55529.35304,939334536,IA,19
State Only,Iowa,Other Education,1040,0.33446096,67740.56538,70450188,IA,19
State Only,Iowa,Local Libraries,0,0,0,0,IA,19
State Only,Iowa,State Liquor Stores,0,0,0,0,IA,19
State Only,Iowa,All Other and Unallocable,2586,0.831650041,63388.54292,163922772,IA,19
State Only,Kansas,Total,49469,17.04354201,52655.19198,2604799692,KS,20
State Only,Kansas,Financial Administration,1753,0.603960645,46951.63948,82306224,KS,20
State Only,Kansas,Other Government Administration,568,0.195692896,42265.35211,24006720,KS,20
State Only,Kansas,Judicial and Legal,2104,0.724890586,51325.75665,107989392,KS,20
State Only,Kansas,Police Protection Total,1051,0.362100763,52526.10086,55204932,KS,20
State Only,Kansas,Police Officers Only,279,0.096123799,62426.36559,17416956,KS,20
State Only,Kansas,Other Police Employees,772,0.265976964,48948.15544,37787976,KS,20
State Only,Kansas,Fire Protection Total,0,0,0,0,KS,20
State Only,Kansas,Firefighters Only,0,0,0,0,KS,20
State Only,Kansas,Other Fire Employees,0,0,0,0,KS,20
State Only,Kansas,Corrections,3466,1.1941401,37715.53953,130722060,KS,20
State Only,Kansas,Highways,2834,0.976397301,46392.68172,131476860,KS,20
State Only,Kansas,Air Transportation,0,0,0,0,KS,20
State Only,Kansas,Water Transport and Terminals,0,0,0,0,KS,20
State Only,Kansas,Public Welfare,2233,0.769334923,40150.38245,89655804,KS,20
State Only,Kansas,Health,1019,0.351075811,49554.85378,50496396,KS,20
State Only,Kansas,Hospitals,7929,2.731776357,54038.36398,428470188,KS,20
State Only,Kansas,Social Insurance Administration,96,0.033074856,42597.125,4089324,KS,20
State Only,Kansas,Solid Waste Management,0,0,0,0,KS,20
State Only,Kansas,Sewerage,0,0,0,0,KS,20
State Only,Kansas,Parks and Recreation,517,0.178121879,37015.21857,19136868,KS,20
State Only,Kansas,Housing and Community Development,0,0,0,0,KS,20
State Only,Kansas,Natural Resources,798,0.274934737,49297.36842,39339300,KS,20
State Only,Kansas,Water Supply,0,0,0,0,KS,20
State Only,Kansas,Electric Power,0,0,0,0,KS,20
State Only,Kansas,Gas Supply,0,0,0,0,KS,20
State Only,Kansas,Transit,0,0,0,0,KS,20
State Only,Kansas,Education Total,22168,7.637535413,58682.10844,1300864980,KS,20
State Only,Kansas,Elementary & Secondary Education Total,0,0,0,0,KS,20
State Only,Kansas,Elem & Sec Instructional Employees,0,0,0,0,KS,20
State Only,Kansas,Elem & Sec Other Employees,0,0,0,0,KS,20
State Only,Kansas,Higher Education Total,21533,7.418759025,58903.96638,1268379108,KS,20
State Only,Kansas,Higher Ed Instructional Employees,7790,2.683886723,82774.19461,644810976,KS,20
State Only,Kansas,Higher Ed Other Employees,13743,4.734872302,45373.50884,623568132,KS,20
State Only,Kansas,Other Education,635,0.218776389,51158.85354,32485872,KS,20
State Only,Kansas,Local Libraries,0,0,0,0,KS,20
State Only,Kansas,State Liquor Stores,0,0,0,0,KS,20
State Only,Kansas,All Other and Unallocable,2933,1.010505746,48087.50222,141040644,KS,20
State Only,Kentucky,Total,83409,18.90238831,48824.11466,4072370580,KY,21
State Only,Kentucky,Financial Administration,2576,0.583780555,46054.8587,118637316,KY,21
State Only,Kentucky,Other Government Administration,815,0.184697652,57312.20613,46709448,KY,21
State Only,Kentucky,Judicial and Legal,5154,1.168014355,42996.03958,221601588,KY,21
State Only,Kentucky,Police Protection Total,2072,0.46956262,45998.50772,95308908,KY,21
State Only,Kentucky,Police Officers Only,1049,0.237727408,45425.49094,47651340,KY,21
State Only,Kentucky,Other Police Employees,1023,0.231835213,46586.08798,47657568,KY,21
State Only,Kentucky,Fire Protection Total,0,0,0,0,KY,21
State Only,Kentucky,Firefighters Only,0,0,0,0,KY,21
State Only,Kentucky,Other Fire Employees,0,0,0,0,KY,21
State Only,Kentucky,Corrections,4337,0.982863457,31469.61679,136483728,KY,21
State Only,Kentucky,Highways,4449,1.00824522,39145.58867,174158724,KY,21
State Only,Kentucky,Air Transportation,30,0.006798687,49108.4,1473252,KY,21
State Only,Kentucky,Water Transport and Terminals,0,0,0,0,KY,21
State Only,Kentucky,Public Welfare,7863,1.781935754,36937.81305,290442024,KY,21
State Only,Kentucky,Health,3026,0.685760853,49073.02049,148494960,KY,21
State Only,Kentucky,Hospitals,6135,1.390331407,53395.04156,327578580,KY,21
State Only,Kentucky,Social Insurance Administration,1279,0.289850671,36471.44332,46646976,KY,21
State Only,Kentucky,Solid Waste Management,0,0,0,0,KY,21
State Only,Kentucky,Sewerage,0,0,0,0,KY,21
State Only,Kentucky,Parks and Recreation,1061,0.240446882,29472.53157,31270356,KY,21
State Only,Kentucky,Housing and Community Development,0,0,0,0,KY,21
State Only,Kentucky,Natural Resources,2772,0.62819864,42841.25541,118755960,KY,21
State Only,Kentucky,Water Supply,0,0,0,0,KY,21
State Only,Kentucky,Electric Power,0,0,0,0,KY,21
State Only,Kentucky,Gas Supply,0,0,0,0,KY,21
State Only,Kentucky,Transit,0,0,0,0,KY,21
State Only,Kentucky,Education Total,39117,8.864807437,56160.44022,2196827940,KY,21
State Only,Kentucky,Elementary & Secondary Education Total,0,0,0,0,KY,21
State Only,Kentucky,Elem & Sec Instructional Employees,0,0,0,0,KY,21
State Only,Kentucky,Elem & Sec Other Employees,0,0,0,0,KY,21
State Only,Kentucky,Higher Education Total,36929,8.368956563,56507.82713,2086777548,KY,21
State Only,Kentucky,Higher Ed Instructional Employees,11994,2.718114896,84076.73337,1008416340,KY,21
State Only,Kentucky,Higher Ed Other Employees,24935,5.650841666,43246.89023,1078361208,KY,21
State Only,Kentucky,Other Education,2188,0.495850875,50297.25411,110050392,KY,21
State Only,Kentucky,Local Libraries,0,0,0,0,KY,21
State Only,Kentucky,State Liquor Stores,0,0,0,0,KY,21
State Only,Kentucky,All Other and Unallocable,2723,0.617094119,43327.51377,117980820,KY,21
State Only,Louisiana,Total,76207,16.3921626,51335.34274,3912112464,LA,22
State Only,Louisiana,Financial Administration,1981,0.426114059,51708.18778,102433920,LA,22
State Only,Louisiana,Other Government Administration,2321,0.499248224,56762.02154,131744652,LA,22
State Only,Louisiana,Judicial and Legal,1702,0.366101024,54441.60282,92659608,LA,22
State Only,Louisiana,Police Protection Total,1689,0.363304718,64549.85435,109024704,LA,22
State Only,Louisiana,Police Officers Only,1133,0.243708849,72689.62401,82357344,LA,22
State Only,Louisiana,Other Police Employees,556,0.119595869,47962.8777,26667360,LA,22
State Only,Louisiana,Fire Protection Total,0,0,0,0,LA,22
State Only,Louisiana,Firefighters Only,0,0,0,0,LA,22
State Only,Louisiana,Other Fire Employees,0,0,0,0,LA,22
State Only,Louisiana,Corrections,5895,1.268017354,48383.03308,285217980,LA,22
State Only,Louisiana,Highways,4426,0.952034743,50396.01446,223052760,LA,22
State Only,Louisiana,Air Transportation,0,0,0,0,LA,22
State Only,Louisiana,Water Transport and Terminals,281,0.060443236,65453.08185,18392316,LA,22
State Only,Louisiana,Public Welfare,5132,1.103895685,45762.52611,234853284,LA,22
State Only,Louisiana,Health,3251,0.699291674,55858.44233,181595796,LA,22
State Only,Louisiana,Hospitals,9808,2.109705549,45938.14478,450561324,LA,22
State Only,Louisiana,Social Insurance Administration,1136,0.24435415,44548.09859,50606640,LA,22
State Only,Louisiana,Solid Waste Management,0,0,0,0,LA,22
State Only,Louisiana,Sewerage,0,0,0,0,LA,22
State Only,Louisiana,Parks and Recreation,1022,0.219832695,38566.72016,39415188,LA,22
State Only,Louisiana,Housing and Community Development,0,0,0,0,LA,22
State Only,Louisiana,Natural Resources,4088,0.879330779,51919.71722,212247804,LA,22
State Only,Louisiana,Water Supply,0,0,0,0,LA,22
State Only,Louisiana,Electric Power,0,0,0,0,LA,22
State Only,Louisiana,Gas Supply,0,0,0,0,LA,22
State Only,Louisiana,Transit,0,0,0,0,LA,22
State Only,Louisiana,Education Total,30919,6.650691871,53180.9021,1644300312,LA,22
State Only,Louisiana,Elementary & Secondary Education Total,547,0.117659965,51988.58501,28437756,LA,22
State Only,Louisiana,Elem & Sec Instructional Employees,466,0.100236826,50977.62232,23755572,LA,22
State Only,Louisiana,Elem & Sec Other Employees,81,0.017423139,57804.74074,4682184,LA,22
State Only,Louisiana,Higher Education Total,27734,5.965596829,53291.11819,1477975872,LA,22
State Only,Louisiana,Higher Ed Instructional Employees,9350,2.011189527,77117.35187,721047240,LA,22
State Only,Louisiana,Higher Ed Other Employees,18384,3.954407301,41173.22846,756928632,LA,22
State Only,Louisiana,Other Education,2638,0.567435077,52269.40258,137886684,LA,22
State Only,Louisiana,Local Libraries,0,0,0,0,LA,22
State Only,Louisiana,State Liquor Stores,0,0,0,0,LA,22
State Only,Louisiana,All Other and Unallocable,2556,0.549796838,53210.55399,136006176,LA,22
State Only,Maine,Total,20990,15.77891774,50190.53969,1053499428,ME,23
State Only,Maine,Financial Administration,1290,0.969738156,46663.09767,60195396,ME,23
State Only,Maine,Other Government Administration,410,0.308211352,55628.80976,22807812,ME,23
State Only,Maine,Judicial and Legal,729,0.548014818,57883.29218,42196920,ME,23
State Only,Maine,Police Protection Total,518,0.389398732,62246.15444,32243508,ME,23
State Only,Maine,Police Officers Only,306,0.230030911,71760.39216,21958680,ME,23
State Only,Maine,Other Police Employees,212,0.159367821,48513.33962,10284828,ME,23
State Only,Maine,Fire Protection Total,0,0,0,0,ME,23
State Only,Maine,Firefighters Only,0,0,0,0,ME,23
State Only,Maine,Other Fire Employees,0,0,0,0,ME,23
State Only,Maine,Corrections,1179,0.88629557,45174.29008,53260488,ME,23
State Only,Maine,Highways,2044,1.536546349,49443.92759,101063388,ME,23
State Only,Maine,Air Transportation,0,0,0,0,ME,23
State Only,Maine,Water Transport and Terminals,83,0.062394005,44611.22892,3702732,ME,23
State Only,Maine,Public Welfare,2824,2.122899652,43428.68414,122642604,ME,23
State Only,Maine,Health,1000,0.751735004,52048.92,52048920,ME,23
State Only,Maine,Hospitals,455,0.342039427,49606.23297,22570836,ME,23
State Only,Maine,Social Insurance Administration,396,0.297687062,43656.06061,17287800,ME,23
State Only,Maine,Solid Waste Management,0,0,0,0,ME,23
State Only,Maine,Sewerage,0,0,0,0,ME,23
State Only,Maine,Parks and Recreation,173,0.130050156,42732.62428,7392744,ME,23
State Only,Maine,Housing and Community Development,0,0,0,0,ME,23
State Only,Maine,Natural Resources,1017,0.764514499,53568.16519,54478824,ME,23
State Only,Maine,Water Supply,0,0,0,0,ME,23
State Only,Maine,Electric Power,0,0,0,0,ME,23
State Only,Maine,Gas Supply,0,0,0,0,ME,23
State Only,Maine,Transit,0,0,0,0,ME,23
State Only,Maine,Education Total,7566,5.687627043,51514.50119,389758716,ME,23
State Only,Maine,Elementary & Secondary Education Total,37,0.027814195,35870.59459,1327212,ME,23
State Only,Maine,Elem & Sec Instructional Employees,22,0.01653817,42700.36364,939408,ME,23
State Only,Maine,Elem & Sec Other Employees,15,0.011276025,25853.6,387804,ME,23
State Only,Maine,Higher Education Total,7298,5.486162062,51665.25185,377053008,ME,23
State Only,Maine,Higher Ed Instructional Employees,2376,1.78612237,69485.82323,165098316,ME,23
State Only,Maine,Higher Ed Other Employees,4922,3.700039692,43062.71678,211954692,ME,23
State Only,Maine,Other Education,231,0.173650786,49257.55844,11378496,ME,23
State Only,Maine,Local Libraries,0,0,0,0,ME,23
State Only,Maine,State Liquor Stores,12,0.00902082,43088,517056,ME,23
State Only,Maine,All Other and Unallocable,1294,0.972745096,55124.949,71331684,ME,23
State Only,Maryland,Total,86771,14.52150219,59491.07863,5162100384,MD,24
State Only,Maryland,Financial Administration,3143,0.525994645,54793.8021,172216920,MD,24
State Only,Maryland,Other Government Administration,1546,0.258729787,67090.68047,103722192,MD,24
State Only,Maryland,Judicial and Legal,5186,0.867899533,65903.92827,341777772,MD,24
State Only,Maryland,Police Protection Total,2272,0.380229028,66963.72359,152141580,MD,24
State Only,Maryland,Police Officers Only,1492,0.249692654,73977.19303,110373972,MD,24
State Only,Maryland,Other Police Employees,780,0.130536374,53548.21538,41767608,MD,24
State Only,Maryland,Fire Protection Total,0,0,0,0,MD,24
State Only,Maryland,Firefighters Only,0,0,0,0,MD,24
State Only,Maryland,Other Fire Employees,0,0,0,0,MD,24
State Only,Maryland,Corrections,12559,2.101802975,54275.57863,681646992,MD,24
State Only,Maryland,Highways,4528,0.757780386,59988.89046,271629696,MD,24
State Only,Maryland,Air Transportation,469,0.078489179,65699.64179,30813132,MD,24
State Only,Maryland,Water Transport and Terminals,270,0.045185668,73740.84444,19910028,MD,24
State Only,Maryland,Public Welfare,6654,1.113575682,49312.2092,328123440,MD,24
State Only,Maryland,Health,6039,1.010652772,54724.90214,330483684,MD,24
State Only,Maryland,Hospitals,3666,0.613520958,53983.89853,197904972,MD,24
State Only,Maryland,Social Insurance Administration,1036,0.173379081,52684.80695,54581460,MD,24
State Only,Maryland,Solid Waste Management,0,0,0,0,MD,24
State Only,Maryland,Sewerage,0,0,0,0,MD,24
State Only,Maryland,Parks and Recreation,418,0.069954108,51842.64115,21670224,MD,24
State Only,Maryland,Housing and Community Development,0,0,0,0,MD,24
State Only,Maryland,Natural Resources,2025,0.338892509,62336.80593,126232032,MD,24
State Only,Maryland,Water Supply,0,0,0,0,MD,24
State Only,Maryland,Electric Power,0,0,0,0,MD,24
State Only,Maryland,Gas Supply,0,0,0,0,MD,24
State Only,Maryland,Transit,715,0.119658343,69615.50769,49775088,MD,24
State Only,Maryland,Education Total,29865,4.998036934,63887.84289,1908010428,MD,24
State Only,Maryland,Elementary & Secondary Education Total,0,0,0,0,MD,24
State Only,Maryland,Elem & Sec Instructional Employees,0,0,0,0,MD,24
State Only,Maryland,Elem & Sec Other Employees,0,0,0,0,MD,24
State Only,Maryland,Higher Education Total,27829,4.657303527,64172.25412,1785849660,MD,24
State Only,Maryland,Higher Ed Instructional Employees,10626,1.778307064,86461.64879,918741480,MD,24
State Only,Maryland,Higher Ed Other Employees,17203,2.878996463,50404.4748,867108180,MD,24
State Only,Maryland,Other Education,2036,0.340733407,60000.37721,122160768,MD,24
State Only,Maryland,Local Libraries,0,0,0,0,MD,24
State Only,Maryland,State Liquor Stores,0,0,0,0,MD,24
State Only,Maryland,All Other and Unallocable,6380,1.067720597,58222.68715,371460744,MD,24
